iter	Accuracy	Logloss
207	0.7860347406	0.656808
208	0.7863798459	0.6566356689
209	0.7861497757	0.6564561866
210	0.7860347406	0.6562875106
211	0.7855746003	0.6561377136
212	0.7859197055	0.6559807987
213	0.7856896353	0.6558386918
214	0.7855746003	0.6556571798
215	0.7859197055	0.6554915776
216	0.7860347406	0.6553242704
217	0.7860347406	0.655170499
218	0.7859197055	0.6550063835
219	0.7859197055	0.6548404378
220	0.7861497757	0.6546730266
221	0.7856896353	0.6545369931
222	0.7854595652	0.6543671701
223	0.7858046704	0.654220515
224	0.7856896353	0.6540860909
225	0.7854595652	0.6539164501
226	0.7855746003	0.6537576318
227	0.7859197055	0.6535976676
228	0.7860347406	0.6534522472
229	0.7858046704	0.6532995535
230	0.7856896353	0.6531770602
231	0.7855746003	0.6530190955
232	0.7855746003	0.6528674857
233	0.7854595652	0.6527197091
234	0.7854595652	0.6525728397
235	0.7848843897	0.6524132693
236	0.7858046704	0.6522568948
237	0.7855746003	0.6521058786
238	0.7860347406	0.6519453844
239	0.7861497757	0.6517740528
240	0.7858046704	0.6516059338
241	0.7856896353	0.6514543769
242	0.7853445301	0.651308764
243	0.7858046704	0.6511680641
244	0.7856896353	0.6510094729
245	0.7854595652	0.650839542
246	0.7855746003	0.6506931342
247	0.7855746003	0.6505472964
248	0.7856896353	0.6504013383
249	0.7858046704	0.6502554202
250	0.7856896353	0.6500893977
251	0.7858046704	0.6499336225
252	0.7858046704	0.649794595
253	0.7856896353	0.6496447416
254	0.7859197055	0.6494945469
255	0.7861497757	0.6493410179
256	0.7860347406	0.6491837602
257	0.7860347406	0.6490228077
258	0.7856896353	0.6488635474
259	0.7859197055	0.648698256
260	0.7858046704	0.6485479715
261	0.7860347406	0.6483917715
262	0.7860347406	0.6482320377
263	0.7859197055	0.6480779028
264	0.7860347406	0.647937264
265	0.7859197055	0.6477868346
266	0.7859197055	0.6476211584
267	0.7861497757	0.6474583442
268	0.7861497757	0.6473088614
269	0.7861497757	0.6471637976
270	0.7864948809	0.6470266763
271	0.7862648108	0.6468743209
272	0.7863798459	0.6467081453
273	0.7863798459	0.6465732824
274	0.7863798459	0.6464382046
275	0.7863798459	0.6462835247
276	0.7861497757	0.6461221485
277	0.7861497757	0.6459951157
278	0.7859197055	0.6458330536
279	0.7860347406	0.6456940495
280	0.7861497757	0.6455502343
281	0.7861497757	0.6454069869
282	0.7860347406	0.6452713156
283	0.7861497757	0.6451289828
284	0.786609916	0.645013595
285	0.786609916	0.6448460933
286	0.7860347406	0.6447013916
287	0.7858046704	0.6445383197
288	0.7859197055	0.6443762682
289	0.7862648108	0.6442417245
290	0.7860347406	0.6440787682
291	0.7858046704	0.6439336229
292	0.7861497757	0.6437915483
293	0.7858046704	0.643653231
294	0.7858046704	0.6435106836
295	0.7856896353	0.6433699906
296	0.7856896353	0.6432340941
297	0.7858046704	0.6430802847
298	0.7858046704	0.6429445948
299	0.7860347406	0.6428049749
300	0.7858046704	0.6426513445
301	0.7856896353	0.6424982636
302	0.7858046704	0.642332808
303	0.7858046704	0.6422222188
304	0.7856896353	0.642060619
305	0.7861497757	0.6419102044
306	0.7860347406	0.6417730107
307	0.7861497757	0.6416259608
308	0.786609916	0.6414706656
309	0.7863798459	0.641329969
310	0.7864948809	0.641188258
311	0.7862648108	0.6410633648
312	0.7861497757	0.6409192577
313	0.7862648108	0.6407596276
314	0.7862648108	0.6406189917
315	0.7864948809	0.6404838845
316	0.7863798459	0.6403333855
317	0.7861497757	0.6401763488
318	0.7863798459	0.6400212638
319	0.7864948809	0.6398742613
320	0.7864948809	0.6397301346
321	0.7863798459	0.6395756855
322	0.7863798459	0.6394489124
323	0.7863798459	0.6392977871
324	0.7864948809	0.6391650166
325	0.7861497757	0.6390101708
326	0.7864948809	0.6388584268
327	0.786609916	0.6387362185
328	0.786609916	0.6385786185
329	0.7863798459	0.6384318858
330	0.7863798459	0.6382724217
331	0.786609916	0.6381383804
332	0.7864948809	0.6379782532
333	0.786609916	0.63783268
334	0.786609916	0.6376731088
335	0.786609916	0.6375231803
336	0.7867249511	0.6373804935
337	0.7867249511	0.6372204353
338	0.7864948809	0.6370766365
339	0.7864948809	0.6369512817
340	0.786609916	0.6367943853
341	0.7863798459	0.6366490649
342	0.7862648108	0.636486631
343	0.7864948809	0.6363593778
344	0.7864948809	0.6362062721
345	0.786609916	0.6360477607
346	0.786609916	0.6358987894
347	0.7868399862	0.6357779754
348	0.7862648108	0.6356338386
349	0.7869550213	0.6354868686
350	0.7867249511	0.6353359254
351	0.7868399862	0.6351794661
352	0.7869550213	0.6350505153
353	0.7869550213	0.6349051693
354	0.7870700564	0.6347799493
355	0.7868399862	0.6346342491
356	0.7863798459	0.6344924912
357	0.7864948809	0.634351689
358	0.7864948809	0.6342263612
359	0.7863798459	0.63408889
360	0.7861497757	0.633933897
361	0.7864948809	0.6337985673
362	0.7863798459	0.6336504598
363	0.7862648108	0.6335163075
364	0.7859197055	0.6333912304
365	0.7862648108	0.6332576613
366	0.7862648108	0.6331149517
367	0.7860347406	0.6329905786
368	0.7862648108	0.6328565334
369	0.7864948809	0.6327136687
370	0.7862648108	0.6325733236
371	0.7863798459	0.6324194403
372	0.7863798459	0.632268744
373	0.7863798459	0.6321353472
374	0.7864948809	0.6319917566
375	0.7863798459	0.6318560303
376	0.7862648108	0.6317525193
377	0.7863798459	0.6316083119
378	0.7864948809	0.6314730613
379	0.7862648108	0.6313284349
380	0.7862648108	0.6311783641
381	0.7864948809	0.6310441749
382	0.786609916	0.6309337401
383	0.786609916	0.6307807362
384	0.7864948809	0.6306382409
385	0.7864948809	0.6305026548
386	0.7864948809	0.6303633126
387	0.7864948809	0.6302123222
388	0.7861497757	0.630092256
389	0.7860347406	0.6299712569
390	0.7861497757	0.6298177761
391	0.7862648108	0.6296834181
392	0.7862648108	0.6295646509
393	0.7862648108	0.6294213618
394	0.7862648108	0.6292809512
395	0.786609916	0.6291579303
396	0.786609916	0.6290349094
397	0.786609916	0.6289026872
398	0.7864948809	0.6287988542
399	0.786609916	0.6286525301
400	0.786609916	0.6285369572
401	0.7864948809	0.6283985288
402	0.7867249511	0.6282616535
403	0.7867249511	0.6281374877
404	0.7869550213	0.6280232413
405	0.786609916	0.6278941797
406	0.786609916	0.627769438
407	0.7868399862	0.6276532326
408	0.7869550213	0.6275132254
409	0.786609916	0.6273754353
410	0.7867249511	0.6272456727
411	0.7867249511	0.6271099938
412	0.7864948809	0.6269886965
413	0.7864948809	0.6268573589
414	0.786609916	0.6267176555
415	0.786609916	0.6266013634
416	0.7867249511	0.6264640102
417	0.7864948809	0.6263336627
418	0.7864948809	0.6261897336
419	0.786609916	0.6260439067
420	0.7867249511	0.6259060932
421	0.7867249511	0.6257882991
422	0.7867249511	0.6256527471
423	0.7864948809	0.6255165642
424	0.7864948809	0.6253733134
425	0.786609916	0.6252463019
426	0.7868399862	0.625110883
427	0.7868399862	0.6249840689
428	0.7868399862	0.6248500999
429	0.7869550213	0.6247119118
430	0.7869550213	0.6245659137
431	0.7870700564	0.6244188992
432	0.7870700564	0.6242804279
433	0.7871850915	0.6241433982
434	0.7871850915	0.6240239293
435	0.7871850915	0.6238913198
436	0.7870700564	0.6237540597
437	0.7870700564	0.6236129921
438	0.7870700564	0.6234768233
439	0.7871850915	0.6233378165
440	0.7871850915	0.6232203898
441	0.7871850915	0.6230961281
442	0.7873001265	0.6229802606
443	0.7873001265	0.622845305
444	0.7873001265	0.6227400678
445	0.7873001265	0.6226380776
446	0.7871850915	0.6225005028
447	0.7873001265	0.622356217
448	0.7873001265	0.6222335119
449	0.7870700564	0.6221084706
450	0.7871850915	0.6219789518
451	0.7871850915	0.6218315055
452	0.7871850915	0.6216892226
453	0.7874151616	0.6215435872
454	0.7873001265	0.6214079401
455	0.7874151616	0.6212846784
456	0.7873001265	0.6211488057
457	0.7873001265	0.6210208877
458	0.7870700564	0.6209015612
459	0.7873001265	0.6208115082
460	0.7874151616	0.6206963542
461	0.7874151616	0.6205838253
462	0.7874151616	0.6204571341
463	0.7877602669	0.6203391292
464	0.7877602669	0.6202205119
465	0.7876452318	0.6201034109
466	0.787875302	0.6199916111
467	0.787875302	0.6198723918
468	0.7879903371	0.6197360567
469	0.7879903371	0.6196066423
470	0.7882204072	0.6194853396
471	0.7883354423	0.6193456999
472	0.7883354423	0.61920874
473	0.7884504774	0.6190884392
474	0.7884504774	0.6189580009
475	0.7885655125	0.6188440365
476	0.7885655125	0.6187064355
477	0.7884504774	0.618590157
478	0.7885655125	0.6184570613
479	0.7887955827	0.6183146894
480	0.7885655125	0.6181807797
481	0.7885655125	0.6180531245
482	0.7886805476	0.6179420698
483	0.7887955827	0.6178186768
484	0.7886805476	0.6176905498
485	0.7885655125	0.6175782629
486	0.7885655125	0.6174599101
487	0.7883354423	0.6173377781
488	0.7886805476	0.617214586
489	0.7885655125	0.6170768544
490	0.7885655125	0.6169480901
491	0.7884504774	0.6168177851
492	0.7884504774	0.616703681
493	0.7883354423	0.6165761519
494	0.7882204072	0.6164384673
495	0.7883354423	0.6162972628
496	0.7884504774	0.6161811467
497	0.7887955827	0.6160653695
498	0.7887955827	0.6159500498
499	0.7886805476	0.6158290733
500	0.7886805476	0.615696152
501	0.7886805476	0.6155614125
502	0.7887955827	0.6154433708
503	0.7886805476	0.6153239664
504	0.7884504774	0.6151964044
505	0.7884504774	0.6150650536
506	0.7883354423	0.6149300698
507	0.7885655125	0.6147954582
508	0.7885655125	0.6146733218
509	0.7885655125	0.6145519576
510	0.7885655125	0.6144310961
511	0.7885655125	0.6143018304
512	0.7885655125	0.6141857296
513	0.7885655125	0.6140722399
514	0.7884504774	0.6139390848
515	0.7885655125	0.6138150955
516	0.7885655125	0.613683673
517	0.7886805476	0.6135669871
518	0.7886805476	0.6134403485
519	0.7886805476	0.6133107447
520	0.7884504774	0.6131765773
521	0.7885655125	0.6130570317
522	0.7885655125	0.6129182576
523	0.7885655125	0.6127773364
524	0.7886805476	0.6126582877
525	0.7886805476	0.6125293378
526	0.7886805476	0.6124139757
527	0.7886805476	0.6122951108
528	0.7886805476	0.612182458
529	0.7886805476	0.6120519839
530	0.7885655125	0.611950795
531	0.7889106177	0.6118298143
532	0.7886805476	0.6117118072
533	0.7886805476	0.6116000619
534	0.7885655125	0.6114817346
535	0.7889106177	0.6113786952
536	0.7889106177	0.6112594728
537	0.7889106177	0.6111335418
538	0.7889106177	0.611014992
539	0.7887955827	0.6108973443
540	0.7890256528	0.6107884012
541	0.7891406879	0.6106922594
542	0.7887955827	0.6105723544
543	0.7889106177	0.6104523433
544	0.7891406879	0.610327209
545	0.7890256528	0.6102020997
546	0.7890256528	0.6100993295
547	0.7890256528	0.6099933875
548	0.7891406879	0.6098630005
549	0.7893707581	0.6097319914
550	0.7893707581	0.609609788
551	0.789255723	0.6094740994
552	0.7891406879	0.6093586836
553	0.7891406879	0.6092299157
554	0.7891406879	0.6091145995
555	0.7891406879	0.6090066781
556	0.7891406879	0.6088808087
557	0.7890256528	0.6087512005
558	0.7891406879	0.6086357836
559	0.7891406879	0.6085089686
560	0.7890256528	0.6083869013
561	0.7891406879	0.6082573542
562	0.7891406879	0.608145053
563	0.7890256528	0.6080387007
564	0.7891406879	0.6079252849
565	0.7889106177	0.6078302203
566	0.7889106177	0.6077155618
567	0.7889106177	0.6075939981
568	0.7890256528	0.6074626088
569	0.7891406879	0.6073523896
570	0.7890256528	0.607235201
571	0.7891406879	0.6071098269
572	0.7891406879	0.6069871011
573	0.7891406879	0.6068734758
574	0.789255723	0.6067642502
575	0.7893707581	0.6066343884
576	0.789255723	0.6065035639
577	0.7893707581	0.606397453
578	0.789255723	0.6062923933
579	0.789255723	0.6061719438
580	0.789255723	0.6060542705
581	0.789255723	0.6059279882
582	0.7890256528	0.6057988863
583	0.789255723	0.6057051573
584	0.789255723	0.6055925269
585	0.789255723	0.6054764904
586	0.7894857932	0.605361819
587	0.7896008283	0.6052366044
588	0.7894857932	0.6051234812
589	0.7893707581	0.6050020499
590	0.7894857932	0.6048951008
591	0.789255723	0.6047704524
592	0.789255723	0.6046690091
593	0.7893707581	0.6045530536
594	0.789255723	0.6044443102
595	0.7894857932	0.604339221
596	0.7894857932	0.6042160066
597	0.7893707581	0.6041067218
598	0.7894857932	0.6039879375
599	0.7890256528	0.6038804221
600	0.7891406879	0.6037692978
601	0.7889106177	0.6036533238
602	0.789255723	0.6035475117
603	0.7894857932	0.6034414187
604	0.7897158633	0.6033157251
605	0.7893707581	0.6032009792
606	0.7894857932	0.6030840741
607	0.7896008283	0.6029778017
608	0.789255723	0.6028652027
609	0.7890256528	0.6027571146
610	0.789255723	0.6026408108
611	0.7891406879	0.6025778213
612	0.7891406879	0.6024740122
613	0.7893707581	0.6023843617
614	0.789255723	0.6022636753
615	0.7891406879	0.6021467366
616	0.7891406879	0.6020288904
617	0.7891406879	0.6019192614
618	0.789255723	0.6017927186
619	0.789255723	0.6016711724
620	0.789255723	0.6015592579
621	0.7894857932	0.60145151
622	0.7894857932	0.6013374463
623	0.7896008283	0.6012328502
624	0.7896008283	0.6011082204
625	0.7894857932	0.6009885507
626	0.7896008283	0.6008940583
627	0.7893707581	0.6007902404
628	0.7894857932	0.6006726294
629	0.7894857932	0.600548533
630	0.7896008283	0.6004508569
631	0.7897158633	0.6003391864
632	0.7897158633	0.600221698
633	0.7896008283	0.6001150484
634	0.7896008283	0.5999948254
635	0.7896008283	0.5998882341
636	0.7896008283	0.5997868187
637	0.7894857932	0.599684357
638	0.7894857932	0.5995805925
639	0.7893707581	0.5994558548
640	0.789255723	0.5993454055
641	0.7896008283	0.5992424082
642	0.7893707581	0.5991240896
643	0.7893707581	0.5990096948
644	0.7894857932	0.5988992905
645	0.7897158633	0.5987869422
646	0.7897158633	0.5986728616
647	0.7893707581	0.5985642549
648	0.7891406879	0.5984602891
649	0.789255723	0.5983379925
650	0.7893707581	0.5982280147
651	0.7893707581	0.5981056943
652	0.7893707581	0.5980279378
653	0.7891406879	0.5979227065
654	0.7891406879	0.5978115216
655	0.789255723	0.5977012029
656	0.7893707581	0.5976024764
657	0.7894857932	0.5975020282
658	0.7893707581	0.5973997571
659	0.789255723	0.5973007135
660	0.7893707581	0.5971821252
661	0.789255723	0.5970622772
662	0.7894857932	0.5969740694
663	0.789255723	0.5968630387
664	0.789255723	0.5967382778
665	0.789255723	0.5966399534
666	0.7893707581	0.5965241511
667	0.7894857932	0.5964130897
668	0.7893707581	0.5963078688
669	0.7894857932	0.5961908353
670	0.7894857932	0.5960675423
671	0.7893707581	0.5959542754
672	0.789255723	0.5958536057
673	0.7893707581	0.5957465241
674	0.7894857932	0.5956457507
675	0.7894857932	0.5955473947
676	0.7894857932	0.5954280114
677	0.7893707581	0.5953079306
678	0.789255723	0.5952036277
679	0.7893707581	0.5951224139
680	0.7893707581	0.5950073613
681	0.7894857932	0.5948966635
682	0.7894857932	0.5947870354
683	0.7894857932	0.5946811586
684	0.7894857932	0.5945794345
685	0.7894857932	0.5944923617
686	0.7894857932	0.5944129342
687	0.7894857932	0.5942963748
688	0.7896008283	0.5941947674
689	0.7894857932	0.594097293
690	0.7896008283	0.5939821726
691	0.7896008283	0.5938797235
692	0.7896008283	0.5937865059
693	0.7896008283	0.5936871357
694	0.7894857932	0.5935702408
695	0.7896008283	0.5934629775
696	0.7898308984	0.5933585235
697	0.7897158633	0.5932778382
698	0.7897158633	0.5931699955
699	0.7896008283	0.59306961
700	0.7896008283	0.5929592383
701	0.7897158633	0.5928613101
702	0.7896008283	0.5927573261
703	0.7894857932	0.5926478199
704	0.7896008283	0.5925485402
705	0.7897158633	0.5924362549
706	0.7896008283	0.5923176851
707	0.7898308984	0.5922116833
708	0.7897158633	0.592097946
709	0.7897158633	0.5919804219
710	0.7896008283	0.5918641174
711	0.7896008283	0.5917671324
712	0.7894857932	0.5916722266
713	0.7898308984	0.5915667423
714	0.7896008283	0.5914548734
715	0.7894857932	0.5913566462
716	0.7894857932	0.5912531513
717	0.7894857932	0.5911427947
718	0.7894857932	0.5910605596
719	0.7897158633	0.5909608291
720	0.7896008283	0.5908465391
721	0.7897158633	0.5907396734
722	0.7897158633	0.5906408143
723	0.7896008283	0.5905408855
724	0.7894857932	0.5904237036
725	0.7897158633	0.5903227237
726	0.7898308984	0.5902226856
727	0.7898308984	0.590123718
728	0.7897158633	0.5900156278
729	0.7898308984	0.5899081466
730	0.7897158633	0.5898006397
731	0.7897158633	0.5897061943
732	0.7899459335	0.5896259729
733	0.7901760037	0.5895273868
734	0.7899459335	0.5894346035
735	0.7898308984	0.589327841
736	0.7898308984	0.5892440442
737	0.7898308984	0.5891462374
738	0.7898308984	0.5890402949
739	0.7898308984	0.5889348473
740	0.7900609686	0.588840047
741	0.7898308984	0.5887451565
742	0.7899459335	0.5886492136
743	0.7898308984	0.5885489953
744	0.7900609686	0.5884489392
745	0.7900609686	0.5883469725
746	0.7901760037	0.588254823
747	0.7900609686	0.5881507789
748	0.7902910388	0.588045792
749	0.7901760037	0.5879439821
750	0.7899459335	0.587847482
751	0.7900609686	0.5877381991
752	0.7901760037	0.5876380557
753	0.7900609686	0.5875506403
754	0.7899459335	0.587452466
755	0.7898308984	0.5873604411
756	0.7898308984	0.5872651875
757	0.7898308984	0.5871642025
758	0.7898308984	0.5870720049
759	0.7899459335	0.5869794721
760	0.7899459335	0.5868818124
761	0.7898308984	0.5867879562
762	0.7899459335	0.5866933607
763	0.7899459335	0.5865950163
764	0.7899459335	0.5864840103
765	0.7898308984	0.5863856824
766	0.7898308984	0.5863057313
767	0.7897158633	0.586211688
768	0.7900609686	0.5861059523
769	0.7900609686	0.5860022372
770	0.7899459335	0.5859107854
771	0.7899459335	0.5858190508
772	0.7900609686	0.5857171063
773	0.7900609686	0.5856377062
774	0.7899459335	0.5855462044
775	0.7900609686	0.5854539474
776	0.7899459335	0.5853808475
777	0.7900609686	0.585287975
778	0.7901760037	0.5851807226
779	0.7901760037	0.5850777327
780	0.7900609686	0.5849721845
781	0.7899459335	0.5848755143
782	0.7900609686	0.5847648881
783	0.7897158633	0.5846595708
784	0.7898308984	0.5845628138
785	0.7900609686	0.5844626352
786	0.7900609686	0.5843609413
787	0.7904060739	0.5842673633
788	0.7902910388	0.5841760376
789	0.7901760037	0.584089815
790	0.7902910388	0.5839936721
791	0.7902910388	0.5839066344
792	0.7900609686	0.5838102268
793	0.7901760037	0.5837000183
794	0.7900609686	0.5835989672
795	0.7900609686	0.5835054524
796	0.7899459335	0.5834059253
797	0.7899459335	0.5833142763
798	0.7899459335	0.5832360793
799	0.7896008283	0.5831468221
800	0.7898308984	0.5830614763
801	0.7898308984	0.5829825367
802	0.7897158633	0.5829043903
803	0.7897158633	0.5828141265
804	0.7897158633	0.5827216641
805	0.7897158633	0.582635685
806	0.7896008283	0.5825428386
807	0.7896008283	0.5824329485
808	0.7894857932	0.5823329395
809	0.7894857932	0.5822407704
810	0.7896008283	0.5821329383
811	0.7896008283	0.582040782
812	0.7897158633	0.5819450919
813	0.7897158633	0.5818445458
814	0.7898308984	0.5817598977
815	0.7897158633	0.5816681581
816	0.7898308984	0.5815820606
817	0.7896008283	0.5814818648
818	0.7900609686	0.5813917708
819	0.7899459335	0.5813010677
820	0.7898308984	0.5812045289
821	0.7893707581	0.5810957324
822	0.7893707581	0.5809942515
823	0.7896008283	0.5808903896
824	0.7893707581	0.5808062387
825	0.7893707581	0.5807225627
826	0.7896008283	0.580635228
827	0.7894857932	0.5805649638
828	0.7898308984	0.5804814977
829	0.7898308984	0.580393683
830	0.7900609686	0.5803101494
831	0.7899459335	0.5802260656
832	0.7899459335	0.580128714
833	0.7899459335	0.5800255772
834	0.7899459335	0.5799342448
835	0.7900609686	0.5798448415
836	0.7900609686	0.5797457154
837	0.7900609686	0.5796387995
838	0.7900609686	0.5795566787
839	0.7900609686	0.5794668813
840	0.7899459335	0.5793829602
841	0.7899459335	0.5792924756
842	0.7902910388	0.5792085881
843	0.7901760037	0.5791059279
844	0.7901760037	0.5790136338
845	0.7902910388	0.578906844
846	0.7904060739	0.5788343666
847	0.7904060739	0.5787340695
848	0.7902910388	0.5786292009
849	0.7902910388	0.5785392916
850	0.7904060739	0.5784466154
851	0.7901760037	0.5783614956
852	0.7900609686	0.57828202
853	0.7901760037	0.5781812997
854	0.7900609686	0.5780896349
855	0.7902910388	0.5779908272
856	0.7899459335	0.577904672
857	0.7898308984	0.5778102618
858	0.7897158633	0.5777013879
859	0.7899459335	0.5776253464
860	0.7899459335	0.5775308825
861	0.7899459335	0.5774507224
862	0.7897158633	0.577361127
863	0.7901760037	0.577279461
864	0.7897158633	0.5772040273
865	0.7898308984	0.5771295746
866	0.7900609686	0.5770484193
867	0.7901760037	0.5769544576
868	0.7901760037	0.5768664258
869	0.7901760037	0.57675954
870	0.7901760037	0.5766533182
871	0.7901760037	0.5765475624
872	0.7902910388	0.5764669486
873	0.7901760037	0.5763750069
874	0.7902910388	0.5762829742
875	0.7902910388	0.576181495
876	0.7902910388	0.5761093732
877	0.7904060739	0.5760176661
878	0.7904060739	0.5759156322
879	0.7905211089	0.5758173124
880	0.7904060739	0.5757193447
881	0.7905211089	0.5756408771
882	0.7904060739	0.5755714202
