iter	Accuracy	Logloss
32915	0.837570459	0.3446600784
32916	0.837570459	0.3446578705
32917	0.837570459	0.3446557725
32918	0.837570459	0.3446538028
32919	0.837570459	0.3446523167
32920	0.837570459	0.3446509071
32921	0.837570459	0.3446482315
32922	0.837570459	0.3446450038
32923	0.837570459	0.3446438437
32924	0.837570459	0.3446413225
32925	0.837570459	0.3446394795
32926	0.837570459	0.3446373391
32927	0.837570459	0.3446353705
32928	0.837570459	0.3446330761
32929	0.837570459	0.3446319051
32930	0.837570459	0.3446304169
32931	0.837570459	0.344628593
32932	0.837570459	0.3446261171
32933	0.837570459	0.344623503
32934	0.837570459	0.3446216892
32935	0.837570459	0.3446195403
32936	0.837570459	0.3446181452
32937	0.837570459	0.3446163093
32938	0.837570459	0.3446138545
32939	0.837570459	0.344612484
32940	0.837570459	0.3446111683
32941	0.837570459	0.3446096807
32942	0.837570459	0.3446075863
32943	0.837570459	0.3446065639
32944	0.837570459	0.3446052476
32945	0.837570459	0.3446039149
32946	0.837570459	0.3446024606
32947	0.837570459	0.3445996591
32948	0.837570459	0.3445975508
32949	0.837570459	0.3445955377
32950	0.837570459	0.3445940376
32951	0.837570459	0.3445924214
32952	0.837570459	0.3445910524
32953	0.837570459	0.3445884738
32954	0.837570459	0.3445851699
32955	0.837570459	0.3445837683
32956	0.837570459	0.3445816683
32957	0.837570459	0.3445803535
32958	0.837570459	0.3445792507
32959	0.837570459	0.3445775205
32960	0.837570459	0.3445750703
32961	0.837570459	0.3445726621
32962	0.837570459	0.3445708194
32963	0.837570459	0.3445689096
32964	0.837570459	0.3445663548
32965	0.837570459	0.3445630464
32966	0.837570459	0.3445617292
32967	0.837570459	0.3445595143
32968	0.837570459	0.3445567608
32969	0.837570459	0.3445545878
32970	0.837570459	0.3445534008
32971	0.837570459	0.3445514207
32972	0.837570459	0.3445481161
32973	0.837570459	0.3445461496
32974	0.837570459	0.3445446173
32975	0.837570459	0.3445424743
32976	0.837570459	0.3445410303
32977	0.837570459	0.3445392709
32978	0.837570459	0.3445373376
32979	0.837570459	0.344534466
32980	0.837570459	0.344532464
32981	0.837570459	0.3445313269
32982	0.837570459	0.3445302543
32983	0.837570459	0.3445286405
32984	0.837570459	0.3445267463
32985	0.837570459	0.34452518
32986	0.837570459	0.344521887
32987	0.837570459	0.3445203178
32988	0.837570459	0.3445186854
32989	0.837570459	0.3445167937
32990	0.837570459	0.3445142196
32991	0.837570459	0.344511611
32992	0.837570459	0.344510219
32993	0.837570459	0.3445075934
32994	0.837570459	0.34450619
32995	0.837570459	0.3445035835
32996	0.837570459	0.3445016543
32997	0.837570459	0.3444990467
32998	0.837570459	0.3444963741
32999	0.837570459	0.3444932298
33000	0.837570459	0.3444916284
33001	0.837570459	0.3444896647
33002	0.837570459	0.3444880463
33003	0.837570459	0.3444856829
33004	0.837570459	0.3444830813
33005	0.837570459	0.3444814059
33006	0.837570459	0.3444790547
33007	0.837570459	0.3444769205
33008	0.837570459	0.3444744096
33009	0.837570459	0.3444721141
33010	0.837570459	0.3444705205
33011	0.837570459	0.3444685276
33012	0.837570459	0.3444669103
33013	0.837570459	0.3444640535
33014	0.837570459	0.3444606838
33015	0.837570459	0.3444595814
33016	0.837570459	0.3444571052
33017	0.837570459	0.3444554005
33018	0.837570459	0.344452712
33019	0.837570459	0.3444515487
33020	0.837570459	0.3444493644
33021	0.837570459	0.3444467669
33022	0.837570459	0.344445677
33023	0.837570459	0.3444441888
33024	0.837570459	0.3444407418
33025	0.837570459	0.344438599
33026	0.837570459	0.3444360407
33027	0.837570459	0.3444336451
33028	0.837570459	0.344431644
33029	0.837570459	0.3444293867
33030	0.837570459	0.3444273405
33031	0.837570459	0.3444260282
33032	0.837570459	0.3444245352
33033	0.837570459	0.344423021
33034	0.837570459	0.3444216513
33035	0.837570459	0.3444198949
33036	0.837570459	0.3444182769
33037	0.837570459	0.3444154525
33038	0.837570459	0.3444128582
33039	0.837570459	0.3444112835
33040	0.837570459	0.3444086912
33041	0.837570459	0.3444059198
33042	0.837570459	0.3444035661
33043	0.837570459	0.3444015159
33044	0.837570459	0.3443995931
33045	0.837570459	0.3443979617
33046	0.837570459	0.3443968108
33047	0.837570459	0.344394508
33048	0.837570459	0.3443912996
33049	0.837570459	0.3443894387
33050	0.837570459	0.3443883217
33051	0.837570459	0.3443862515
33052	0.837570459	0.3443843278
33053	0.837570459	0.3443828415
33054	0.837570459	0.3443807705
33055	0.837570459	0.3443792493
33056	0.8374554239	0.3443768175
33057	0.8374554239	0.3443749694
33058	0.8374554239	0.3443725003
33059	0.8374554239	0.3443711015
33060	0.8374554239	0.3443682628
33061	0.8374554239	0.3443670401
33062	0.8374554239	0.3443653886
33063	0.8374554239	0.3443639232
33064	0.8374554239	0.3443625173
33065	0.8374554239	0.3443614587
33066	0.8374554239	0.3443594235
33067	0.8374554239	0.3443561375
33068	0.8374554239	0.344354257
33069	0.8374554239	0.3443526676
33070	0.8374554239	0.3443506013
33071	0.8374554239	0.3443494408
33072	0.8374554239	0.3443477567
33073	0.8374554239	0.3443458548
33074	0.8374554239	0.3443439729
33075	0.8374554239	0.3443424438
33076	0.8374554239	0.3443404409
33077	0.8374554239	0.3443383166
33078	0.8374554239	0.3443364712
33079	0.8374554239	0.3443342293
33080	0.8374554239	0.3443317423
33081	0.8374554239	0.3443291342
33082	0.8374554239	0.3443276638
33083	0.8374554239	0.3443264567
33084	0.8374554239	0.3443245162
33085	0.8374554239	0.3443229555
33086	0.8374554239	0.3443212346
33087	0.8374554239	0.3443193181
33088	0.8374554239	0.3443179245
33089	0.837570459	0.3443158644
33090	0.837570459	0.3443142804
33091	0.837570459	0.3443129774
33092	0.837570459	0.3443104247
33093	0.837570459	0.344307841
33094	0.837570459	0.3443064962
33095	0.837570459	0.3443045822
33096	0.837570459	0.3443037504
33097	0.837570459	0.3443027233
33098	0.837570459	0.3443012871
33099	0.837570459	0.3442998314
33100	0.837570459	0.344297916
33101	0.837570459	0.3442966525
33102	0.837570459	0.3442940154
33103	0.837570459	0.3442914294
33104	0.837570459	0.3442892663
33105	0.837570459	0.3442870075
33106	0.837570459	0.344285699
33107	0.837570459	0.3442841121
33108	0.837570459	0.3442831082
33109	0.837570459	0.3442816813
33110	0.837570459	0.3442802948
33111	0.837570459	0.3442787134
33112	0.837570459	0.3442772648
33113	0.837570459	0.3442754654
33114	0.837570459	0.3442743068
33115	0.837570459	0.3442715353
33116	0.837570459	0.3442689477
33117	0.837570459	0.3442672226
33118	0.837570459	0.3442653019
33119	0.837570459	0.3442627234
33120	0.837570459	0.3442606072
33121	0.837570459	0.3442594848
33122	0.837570459	0.3442577726
33123	0.837570459	0.3442558263
33124	0.837570459	0.3442545251
33125	0.837570459	0.3442516189
33126	0.837570459	0.3442483486
33127	0.837570459	0.3442461843
33128	0.837570459	0.3442436091
33129	0.837570459	0.3442421256
33130	0.837570459	0.3442393535
33131	0.837570459	0.3442372416
33132	0.837570459	0.3442358358
33133	0.837570459	0.3442332636
33134	0.837570459	0.3442306935
33135	0.837570459	0.3442289959
33136	0.837570459	0.3442275443
33137	0.837570459	0.3442256969
33138	0.837570459	0.3442221206
33139	0.837570459	0.3442201576
33140	0.837570459	0.3442182584
33141	0.837570459	0.3442159857
33142	0.837570459	0.3442148745
33143	0.837570459	0.3442128711
33144	0.837570459	0.3442113509
33145	0.837570459	0.3442101206
33146	0.837570459	0.3442088196
33147	0.837570459	0.3442076083
33148	0.837570459	0.344205666
33149	0.837570459	0.3442032031
33150	0.837570459	0.3442000297
33151	0.837570459	0.344198118
33152	0.837570459	0.3441953237
33153	0.837570459	0.3441933824
33154	0.837570459	0.3441916219
33155	0.837570459	0.3441901675
33156	0.837570459	0.3441875911
33157	0.837570459	0.3441840331
33158	0.837570459	0.3441825076
33159	0.8376854941	0.3441809338
33160	0.8376854941	0.3441784766
33161	0.8376854941	0.3441771127
33162	0.8376854941	0.3441745384
33163	0.8376854941	0.3441731775
33164	0.837570459	0.3441706112
33165	0.837570459	0.3441680471
33166	0.837570459	0.3441670968
33167	0.837570459	0.3441641564
33168	0.837570459	0.3441622097
33169	0.837570459	0.3441604561
33170	0.837570459	0.3441590109
33171	0.837570459	0.3441563999
33172	0.837570459	0.3441544211
33173	0.837570459	0.3441526625
33174	0.837570459	0.3441504591
33175	0.837570459	0.3441477618
33176	0.837570459	0.3441463241
33177	0.837570459	0.3441442207
33178	0.837570459	0.3441421166
33179	0.837570459	0.3441400979
33180	0.837570459	0.3441367409
33181	0.837570459	0.3441349387
33182	0.837570459	0.3441324613
33183	0.837570459	0.3441304715
33184	0.837570459	0.3441277947
33185	0.837570459	0.3441258314
33186	0.837570459	0.3441237975
33187	0.837570459	0.3441217959
33188	0.837570459	0.3441197498
33189	0.837570459	0.3441185092
33190	0.837570459	0.3441170438
33191	0.837570459	0.3441151798
33192	0.8376854941	0.3441133119
33193	0.837570459	0.3441119286
33194	0.837570459	0.3441096719
33195	0.837570459	0.3441074887
33196	0.837570459	0.3441057822
33197	0.837570459	0.344103231
33198	0.837570459	0.3441012822
33199	0.837570459	0.344098517
33200	0.837570459	0.3440968497
33201	0.837570459	0.344095552
33202	0.837570459	0.3440936898
33203	0.837570459	0.3440910816
33204	0.837570459	0.3440883274
33205	0.837570459	0.3440864149
33206	0.837570459	0.3440848
33207	0.8376854941	0.3440814345
33208	0.8376854941	0.3440800375
33209	0.8376854941	0.3440789087
33210	0.8376854941	0.3440767267
33211	0.8376854941	0.3440745629
33212	0.8376854941	0.3440730268
33213	0.8376854941	0.3440714585
33214	0.8376854941	0.3440689102
33215	0.8376854941	0.3440665056
33216	0.8376854941	0.3440650805
33217	0.8376854941	0.3440637506
33218	0.8376854941	0.3440611764
33219	0.8376854941	0.3440598472
33220	0.8376854941	0.3440585217
33221	0.8376854941	0.3440562371
33222	0.8376854941	0.3440538258
33223	0.8376854941	0.3440511396
33224	0.8376854941	0.3440497458
33225	0.8376854941	0.3440475828
33226	0.8376854941	0.3440463695
33227	0.8376854941	0.3440438261
33228	0.8376854941	0.344041631
33229	0.8376854941	0.3440397073
33230	0.8376854941	0.3440378093
33231	0.8376854941	0.344036534
33232	0.8376854941	0.3440350575
33233	0.8376854941	0.3440335221
33234	0.8376854941	0.3440319233
33235	0.8376854941	0.344030406
33236	0.8376854941	0.344028665
33237	0.8376854941	0.3440270504
33238	0.8376854941	0.3440256899
33239	0.8376854941	0.3440240159
33240	0.8378005292	0.3440215622
33241	0.8378005292	0.3440193555
33242	0.8378005292	0.3440171861
33243	0.8378005292	0.3440154098
33244	0.8378005292	0.3440137297
33245	0.8378005292	0.3440120612
33246	0.8378005292	0.3440100358
33247	0.8378005292	0.3440081661
33248	0.8378005292	0.3440053307
33249	0.8378005292	0.3440034215
33250	0.8378005292	0.3440001701
33251	0.8378005292	0.3439981305
33252	0.8378005292	0.3439959722
33253	0.8378005292	0.3439945007
33254	0.8378005292	0.343991947
33255	0.8378005292	0.343990017
33256	0.8378005292	0.3439872747
33257	0.8378005292	0.3439845215
33258	0.8378005292	0.3439824301
33259	0.8378005292	0.3439804931
33260	0.8378005292	0.3439793207
33261	0.8378005292	0.343977387
33262	0.8378005292	0.3439754526
33263	0.8378005292	0.3439735614
33264	0.8378005292	0.343971973
33265	0.8378005292	0.3439700806
33266	0.8378005292	0.3439687615
33267	0.8378005292	0.3439669661
33268	0.8378005292	0.3439654889
33269	0.8378005292	0.3439636686
33270	0.8378005292	0.3439616765
33271	0.8378005292	0.3439603911
33272	0.8378005292	0.3439581685
33273	0.8378005292	0.3439564009
33274	0.8378005292	0.3439545611
33275	0.8378005292	0.3439520189
33276	0.8378005292	0.3439497603
33277	0.8378005292	0.3439480475
33278	0.8378005292	0.3439465673
33279	0.8378005292	0.3439442428
33280	0.8378005292	0.3439429568
33281	0.8378005292	0.3439412479
33282	0.8378005292	0.3439399031
33283	0.8378005292	0.3439383434
33284	0.8378005292	0.3439367625
33285	0.8378005292	0.3439354785
33286	0.8378005292	0.3439338422
33287	0.8378005292	0.3439306932
33288	0.8378005292	0.3439290257
33289	0.8378005292	0.3439273157
33290	0.8378005292	0.3439247775
33291	0.8378005292	0.3439213674
33292	0.8378005292	0.3439194824
33293	0.8378005292	0.3439176153
33294	0.8378005292	0.3439158824
33295	0.8378005292	0.3439140642
33296	0.8378005292	0.3439122942
33297	0.8378005292	0.3439099314
33298	0.8378005292	0.343908325
33299	0.8378005292	0.3439065296
33300	0.8378005292	0.3439053585
33301	0.8378005292	0.3439043143
33302	0.8378005292	0.3439023517
33303	0.8378005292	0.3439007753
33304	0.8378005292	0.3438989094
33305	0.8378005292	0.3438971663
33306	0.8378005292	0.3438958664
33307	0.8378005292	0.3438938497
33308	0.8378005292	0.3438920016
33309	0.8378005292	0.3438893413
33310	0.8378005292	0.3438876411
33311	0.8378005292	0.343885908
33312	0.8378005292	0.343884244
33313	0.8378005292	0.3438809988
33314	0.8378005292	0.3438789185
33315	0.8378005292	0.3438768315
33316	0.8378005292	0.3438747231
33317	0.8378005292	0.3438726445
33318	0.8378005292	0.3438705675
33319	0.8378005292	0.343869279
33320	0.8378005292	0.3438661445
33321	0.8378005292	0.3438640593
33322	0.8378005292	0.3438623372
33323	0.8378005292	0.3438597981
33324	0.8379155642	0.3438569847
33325	0.8379155642	0.343855077
33326	0.8379155642	0.34385394
33327	0.8379155642	0.3438506985
33328	0.8379155642	0.3438489814
33329	0.8379155642	0.3438469264
33330	0.8379155642	0.3438441574
33331	0.8379155642	0.3438420037
33332	0.8379155642	0.343840565
33333	0.8379155642	0.3438377443
33334	0.8379155642	0.3438360829
33335	0.8379155642	0.3438343419
33336	0.8379155642	0.3438324336
33337	0.8379155642	0.3438300348
33338	0.8379155642	0.34382817
33339	0.8379155642	0.3438260428
33340	0.8379155642	0.3438249313
33341	0.8379155642	0.3438229792
33342	0.8379155642	0.3438204167
33343	0.8379155642	0.3438189429
33344	0.8379155642	0.3438164855
33345	0.8379155642	0.3438141737
33346	0.8379155642	0.3438123485
33347	0.8379155642	0.343809794
33348	0.8379155642	0.3438072341
33349	0.8379155642	0.3438060186
33350	0.8379155642	0.3438039663
33351	0.8379155642	0.3438022649
33352	0.8379155642	0.3438000201
33353	0.8379155642	0.3437978813
33354	0.8380305993	0.3437952218
33355	0.8380305993	0.3437934651
33356	0.8380305993	0.3437919264
33357	0.8380305993	0.3437904077
33358	0.8380305993	0.3437893203
33359	0.8380305993	0.3437875766
33360	0.8380305993	0.3437861181
33361	0.8380305993	0.3437842009
33362	0.8380305993	0.3437829385
33363	0.8380305993	0.3437807602
33364	0.8380305993	0.3437775149
33365	0.8380305993	0.3437757893
33366	0.8380305993	0.343774195
33367	0.8380305993	0.3437726952
33368	0.8380305993	0.3437698805
33369	0.8380305993	0.3437680525
33370	0.8380305993	0.3437664567
33371	0.8380305993	0.343763644
33372	0.8380305993	0.3437624605
33373	0.8380305993	0.343760635
33374	0.8381456344	0.3437590166
33375	0.8381456344	0.3437569667
33376	0.8381456344	0.3437544386
33377	0.8381456344	0.3437531601
33378	0.8381456344	0.3437516476
33379	0.8381456344	0.3437491158
33380	0.8382606695	0.3437474874
33381	0.8382606695	0.3437451451
33382	0.8382606695	0.3437430191
33383	0.8381456344	0.3437405476
33384	0.8381456344	0.3437384964
33385	0.8381456344	0.343736607
33386	0.8381456344	0.3437342752
33387	0.8381456344	0.3437329792
33388	0.8381456344	0.343731406
33389	0.8381456344	0.3437288389
33390	0.8382606695	0.3437273141
33391	0.8382606695	0.3437248549
33392	0.8383757046	0.3437217827
33393	0.8383757046	0.3437199643
33394	0.8383757046	0.3437185741
33395	0.8383757046	0.3437170172
33396	0.8383757046	0.3437143046
33397	0.8383757046	0.3437132165
33398	0.8383757046	0.3437099437
33399	0.8383757046	0.3437076527
33400	0.8383757046	0.3437048426
33401	0.8383757046	0.3437031765
33402	0.8383757046	0.3437006489
33403	0.8383757046	0.3436982315
33404	0.8384907397	0.3436960796
33405	0.8384907397	0.343694005
33406	0.8384907397	0.3436918775
33407	0.8384907397	0.3436893694
33408	0.8384907397	0.3436868824
33409	0.8384907397	0.3436843588
33410	0.8384907397	0.3436820723
33411	0.8384907397	0.3436804731
33412	0.8384907397	0.3436779255
33413	0.8384907397	0.3436751192
33414	0.8384907397	0.3436733029
33415	0.8384907397	0.3436707817
33416	0.8384907397	0.3436696676
33417	0.8384907397	0.3436678298
33418	0.8384907397	0.3436665282
33419	0.8384907397	0.343665235
33420	0.8384907397	0.3436628473
33421	0.8384907397	0.3436613306
33422	0.8384907397	0.3436599825
33423	0.8384907397	0.343658344
33424	0.8384907397	0.3436569689
33425	0.8384907397	0.3436550275
33426	0.8384907397	0.343652756
33427	0.8384907397	0.3436515733
33428	0.8384907397	0.3436496637
33429	0.8384907397	0.343648543
33430	0.8384907397	0.3436471259
33431	0.8384907397	0.3436452421
33432	0.8384907397	0.3436440776
33433	0.8384907397	0.3436427554
33434	0.8384907397	0.3436408475
33435	0.8384907397	0.3436390964
33436	0.8384907397	0.3436369609
33437	0.8384907397	0.3436348238
33438	0.8384907397	0.3436329175
33439	0.8384907397	0.3436307476
33440	0.8384907397	0.343628865
33441	0.8384907397	0.3436276317
33442	0.8384907397	0.3436242997
33443	0.8384907397	0.3436217047
33444	0.8384907397	0.3436206575
33445	0.8384907397	0.3436190284
33446	0.8384907397	0.3436176189
33447	0.8384907397	0.3436162684
33448	0.8384907397	0.3436137482
33449	0.8384907397	0.3436118226
33450	0.8384907397	0.3436100366
33451	0.8384907397	0.3436084689
33452	0.8384907397	0.3436074375
33453	0.8384907397	0.3436053802
33454	0.8384907397	0.3436038297
33455	0.8384907397	0.3436016598
33456	0.8384907397	0.3435999895
33457	0.8384907397	0.3435971898
33458	0.8384907397	0.343595287
33459	0.8384907397	0.3435940017
33460	0.8384907397	0.3435924666
33461	0.8384907397	0.3435915377
33462	0.8384907397	0.343590223
33463	0.8384907397	0.3435874354
33464	0.8384907397	0.3435851274
33465	0.8384907397	0.343583469
33466	0.8384907397	0.3435814116
33467	0.8384907397	0.3435795206
33468	0.8384907397	0.343577175
33469	0.8384907397	0.3435753368
33470	0.8383757046	0.3435731389
33471	0.8383757046	0.3435706245
33472	0.8383757046	0.3435689469
33473	0.8383757046	0.3435679678
33474	0.8383757046	0.3435664026
33475	0.8384907397	0.3435649372
33476	0.8383757046	0.343563792
33477	0.8384907397	0.3435623952
33478	0.8384907397	0.3435603181
33479	0.8384907397	0.3435588045
33480	0.8384907397	0.3435574002
33481	0.8384907397	0.3435552872
33482	0.8384907397	0.3435539079
33483	0.8384907397	0.3435527153
33484	0.8384907397	0.3435505714
33485	0.8384907397	0.3435479984
33486	0.8384907397	0.3435465364
33487	0.8384907397	0.3435437037
33488	0.8384907397	0.3435418305
33489	0.8384907397	0.3435390363
33490	0.8384907397	0.3435369181
33491	0.8384907397	0.3435353809
33492	0.8384907397	0.3435339039
33493	0.8384907397	0.3435325049
33494	0.8384907397	0.3435308173
33495	0.8384907397	0.3435281646
33496	0.8384907397	0.3435259769
33497	0.8384907397	0.3435226664
33498	0.8384907397	0.3435210401
33499	0.8384907397	0.3435178191
33500	0.8384907397	0.3435161516
33501	0.8384907397	0.3435137281
33502	0.8384907397	0.3435127349
33503	0.8384907397	0.3435098079
33504	0.8384907397	0.3435083933
33505	0.8384907397	0.3435064567
33506	0.8384907397	0.3435047692
33507	0.8384907397	0.3435025263
33508	0.8383757046	0.3435001855
33509	0.8383757046	0.3434983415
33510	0.8383757046	0.3434964878
33511	0.8383757046	0.3434939818
33512	0.8383757046	0.3434923785
33513	0.8383757046	0.3434905552
33514	0.8383757046	0.3434883366
33515	0.8383757046	0.3434863668
33516	0.8383757046	0.3434836098
33517	0.8383757046	0.3434817696
33518	0.8383757046	0.3434785018
33519	0.8383757046	0.3434766876
33520	0.8384907397	0.3434748394
33521	0.8384907397	0.3434730206
33522	0.8384907397	0.3434709276
33523	0.8384907397	0.3434692067
33524	0.8384907397	0.3434663997
33525	0.8384907397	0.3434638404
33526	0.8384907397	0.3434625515
33527	0.8384907397	0.3434611664
33528	0.8383757046	0.3434598784
33529	0.8383757046	0.3434576043
33530	0.8383757046	0.3434557131
33531	0.8384907397	0.3434543255
33532	0.8384907397	0.3434529107
33533	0.8384907397	0.3434517791
33534	0.8384907397	0.3434498851
33535	0.8384907397	0.3434477907
33536	0.8384907397	0.3434459095
33537	0.8384907397	0.3434445607
33538	0.8384907397	0.343442468
33539	0.8384907397	0.3434410452
33540	0.8384907397	0.3434397604
33541	0.8384907397	0.3434384337
33542	0.8384907397	0.3434352046
33543	0.8386057748	0.3434318566
33544	0.8386057748	0.3434298129
33545	0.8386057748	0.3434283456
33546	0.8386057748	0.3434267846
33547	0.8386057748	0.3434242836
33548	0.8386057748	0.3434224651
33549	0.8386057748	0.3434203102
33550	0.8386057748	0.3434182183
33551	0.8386057748	0.3434156787
33552	0.8386057748	0.3434138382
33553	0.8386057748	0.3434113413
33554	0.8386057748	0.3434093659
33555	0.8386057748	0.3434073971
33556	0.8386057748	0.3434057317
33557	0.8386057748	0.3434032378
33558	0.8386057748	0.343401573
33559	0.8386057748	0.3434000617
33560	0.8386057748	0.34339788
33561	0.8386057748	0.3433963226
33562	0.8386057748	0.343394976
33563	0.8386057748	0.3433933093
33564	0.8386057748	0.3433915119
33565	0.8384907397	0.3433901308
33566	0.8384907397	0.3433886374
33567	0.8384907397	0.3433871096
33568	0.8386057748	0.3433845719
33569	0.8387208098	0.3433826635
33570	0.8387208098	0.3433808684
33571	0.8387208098	0.3433787501
33572	0.8388358449	0.343376261
33573	0.8388358449	0.3433747696
33574	0.8388358449	0.343373295
33575	0.8388358449	0.343371626
33576	0.8388358449	0.3433693417
33577	0.8388358449	0.3433674409
33578	0.8388358449	0.3433655565
33579	0.8388358449	0.3433639446
33580	0.8388358449	0.3433623669
33581	0.8388358449	0.3433603524
33582	0.8388358449	0.3433578378
33583	0.8387208098	0.3433556237
33584	0.8388358449	0.3433544771
33585	0.8388358449	0.343352473
33586	0.8388358449	0.3433505162
33587	0.83895088	0.3433494326
33588	0.8388358449	0.3433470559
33589	0.8388358449	0.3433450257
33590	0.8388358449	0.3433436485
33591	0.8388358449	0.3433414744
33592	0.8388358449	0.3433393576
33593	0.8388358449	0.3433372633
33594	0.8388358449	0.3433354952
33595	0.8388358449	0.3433343586
33596	0.8388358449	0.3433322686
33597	0.8388358449	0.3433303881
33598	0.8388358449	0.3433284369
33599	0.8388358449	0.3433265174
33600	0.8388358449	0.3433254179
33601	0.8388358449	0.3433240322
33602	0.8388358449	0.3433222249
33603	0.83895088	0.3433189019
33604	0.83895088	0.3433165654
33605	0.83895088	0.343314823
33606	0.83895088	0.3433129058
33607	0.83895088	0.3433116194
33608	0.83895088	0.3433091076
33609	0.83895088	0.3433063345
33610	0.83895088	0.3433038521
33611	0.83895088	0.3433013788
33612	0.83895088	0.3432995409
33613	0.8388358449	0.3432973555
33614	0.8388358449	0.3432957317
33615	0.8388358449	0.3432944023
33616	0.8388358449	0.3432924153
33617	0.8388358449	0.3432913431
33618	0.8388358449	0.3432900576
33619	0.8388358449	0.3432887731
33620	0.8388358449	0.3432866835
33621	0.8388358449	0.3432851645
33622	0.8388358449	0.3432840615
33623	0.8388358449	0.3432822587
33624	0.8388358449	0.3432803121
33625	0.8388358449	0.3432778341
33626	0.8388358449	0.3432766832
33627	0.8388358449	0.3432747379
33628	0.8388358449	0.3432721047
33629	0.8388358449	0.3432699351
33630	0.8388358449	0.3432687765
33631	0.8388358449	0.3432663007
33632	0.8388358449	0.343264752
33633	0.8388358449	0.3432626135
33634	0.8388358449	0.343261493
33635	0.8388358449	0.3432600608
33636	0.8388358449	0.3432575086
33637	0.8388358449	0.3432556036
33638	0.8388358449	0.3432533782
33639	0.8388358449	0.3432516762
33640	0.8388358449	0.3432493418
33641	0.8388358449	0.3432481878
33642	0.8388358449	0.3432462087
33643	0.8388358449	0.3432448218
33644	0.8388358449	0.3432429889
33645	0.8388358449	0.3432413051
33646	0.8388358449	0.3432393595
33647	0.8388358449	0.343238095
33648	0.8388358449	0.343236015
33649	0.8388358449	0.3432344701
33650	0.8388358449	0.3432330432
33651	0.8388358449	0.3432311863
33652	0.8388358449	0.3432287375
33653	0.8388358449	0.343227299
33654	0.8388358449	0.3432261488
33655	0.8388358449	0.3432249075
33656	0.8388358449	0.3432235308
33657	0.8388358449	0.3432217535
33658	0.8388358449	0.3432198167
33659	0.8388358449	0.3432183298
33660	0.8388358449	0.3432173785
33661	0.8388358449	0.3432157102
33662	0.8388358449	0.3432139752
33663	0.8388358449	0.3432124597
33664	0.8388358449	0.343209958
33665	0.8388358449	0.3432080083
33666	0.8388358449	0.3432062089
33667	0.8388358449	0.3432048722
33668	0.8388358449	0.34320303
33669	0.8388358449	0.3432017308
33670	0.8388358449	0.3431984714
33671	0.8388358449	0.3431966391
33672	0.8388358449	0.3431946524
33673	0.8388358449	0.3431929339
33674	0.8388358449	0.3431910528
33675	0.8388358449	0.3431882738
33676	0.8388358449	0.3431871645
33677	0.8388358449	0.3431847322
33678	0.8388358449	0.3431828297
33679	0.8388358449	0.3431800527
33680	0.8388358449	0.3431783865
33681	0.8388358449	0.3431767395
33682	0.8388358449	0.3431750012
33683	0.8388358449	0.3431726409
33684	0.8388358449	0.3431705474
33685	0.8388358449	0.343169304
33686	0.8388358449	0.3431672689
33687	0.8388358449	0.3431650248
33688	0.8388358449	0.3431623843
33689	0.8388358449	0.3431604656
33690	0.8388358449	0.3431590633
33691	0.8388358449	0.3431572692
33692	0.8388358449	0.3431559818
33693	0.8388358449	0.3431540651
33694	0.8388358449	0.3431522184
33695	0.8388358449	0.3431501342
33696	0.8388358449	0.3431486858
33697	0.8388358449	0.3431471506
33698	0.8388358449	0.3431453759
33699	0.8388358449	0.3431433628
33700	0.8388358449	0.343141537
33701	0.8388358449	0.3431404319
33702	0.8388358449	0.3431385465
33703	0.8388358449	0.3431373835
33704	0.8388358449	0.3431361418
33705	0.8388358449	0.3431351125
33706	0.8388358449	0.3431330866
33707	0.8388358449	0.3431316001
33708	0.8388358449	0.3431305011
33709	0.8388358449	0.3431282296
33710	0.8388358449	0.3431259366
33711	0.8388358449	0.3431233111
33712	0.8388358449	0.343121496
33713	0.8388358449	0.3431193453
33714	0.8388358449	0.34311795
33715	0.8388358449	0.3431165008
33716	0.8388358449	0.3431139644
33717	0.8388358449	0.3431122035
33718	0.8388358449	0.3431096167
33719	0.8388358449	0.343108006
33720	0.8388358449	0.3431065436
33721	0.8388358449	0.3431049743
33722	0.8388358449	0.3431029018
33723	0.8388358449	0.3431017322
33724	0.8388358449	0.3430997742
33725	0.8388358449	0.3430975047
33726	0.8388358449	0.3430960777
33727	0.8388358449	0.3430941367
33728	0.8388358449	0.3430930169
33729	0.8388358449	0.3430905962
33730	0.8388358449	0.3430880365
33731	0.8388358449	0.3430862104
33732	0.8388358449	0.3430845014
33733	0.8388358449	0.3430827859
33734	0.8388358449	0.3430816364
33735	0.8388358449	0.3430807002
33736	0.8388358449	0.3430795215
33737	0.8388358449	0.3430780602
33738	0.8388358449	0.3430759269
33739	0.8388358449	0.3430734251
33740	0.8388358449	0.3430716364
33741	0.8388358449	0.3430695512
33742	0.8388358449	0.3430670344
33743	0.8388358449	0.3430651892
33744	0.8388358449	0.343064229
33745	0.8388358449	0.3430619147
33746	0.8388358449	0.3430595755
33747	0.8388358449	0.3430578682
33748	0.8388358449	0.3430565868
33749	0.8388358449	0.3430540395
33750	0.8388358449	0.3430528761
33751	0.8388358449	0.3430513949
33752	0.8388358449	0.3430492816
33753	0.8388358449	0.3430476428
33754	0.8388358449	0.3430455046
33755	0.8388358449	0.3430436064
33756	0.8388358449	0.3430402711
33757	0.8388358449	0.3430378127
